ResponseId	Q120	MainBranch	Age	Employment	RemoteWork	CodingActivities	EdLevel	LearnCode	LearnCodeOnline	LearnCodeCoursesCert	YearsCode	YearsCodePro	DevType	OrgSize	PurchaseInfluence	TechList	BuyNewTool	Country	Currency	CompTotal	LanguageHaveWorkedWith	LanguageWantToWorkWith	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	PlatformHaveWorkedWith	PlatformWantToWorkWith	WebframeHaveWorkedWith	WebframeWantToWorkWith	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	OpSysPersonal use	OpSysProfessional use	OfficeStackAsyncHaveWorkedWith	OfficeStackAsyncWantToWorkWith	OfficeStackSyncHaveWorkedWith	OfficeStackSyncWantToWorkWith	AISearchHaveWorkedWith	AISearchWantToWorkWith	AIDevHaveWorkedWith	AIDevWantToWorkWith	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOComm	SOAI	AISelect	AISent	AIAcc	AIBen	AIToolInterested in Using	AIToolCurrently Using	AIToolNot interested in Using	AINextVery different	AINextNeither different nor similar	AINextSomewhat similar	AINextVery similar	AINextSomewhat different	TBranch	ICorPM	WorkExp	Knowledge_1	Knowledge_2	Knowledge_3	Knowledge_4	Knowledge_5	Knowledge_6	Knowledge_7	Knowledge_8	Frequency_1	Frequency_2	Frequency_3	TimeSearching	TimeAnswering	ProfessionalTech	Industry	SurveyLength	SurveyEase	ConvertedCompYearly
85636	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Hobby;Professional development or self-paced learning from online courses;School or academic work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written Tutorials;Stack Overflow	Udemy;Udacity	4	3	Developer, full-stack	2 to 9 employees	I have some influence	Investigate	Start a free trial	Bangladesh	"BDT	Bangladeshi taka"	500000.0	Go;HTML/CSS;JavaScript;PHP;SQL	Go;HTML/CSS;JavaScript;SQL;TypeScript	MySQL;PostgreSQL	MySQL;PostgreSQL	Digital Ocean	Cloudflare;Digital Ocean	Express;Laravel;Next.js;Node.js;Nuxt.js;React;Vue.js	NestJS;Next.js;Node.js;Remix			APT;Docker;Homebrew;npm;Vite;Webpack	APT;Docker;Homebrew;npm;Vite	Goland;PhpStorm;Visual Studio Code;WebStorm	Fleet;Goland;Visual Studio Code	Ubuntu	Ubuntu	Notion;Trello	Notion;Trello	Discord;Google Meet;Skype	Discord;Google Meet;Skype;Telegram	Bing AI;ChatGPT;Phind	Bing AI;Google Bard AI;Phind	GitHub Copilot		Stack Overflow	A few times per week	Yes	Less than once per month or monthly	Neutral		No, but I plan to soon	Unfavorable		Somewhat distrust									No																		Appropriate in length	Easy	4648.0
85842	I agree	I am a developer by profession	Under 18 years old	Employed, part-time;Student, part-time	Remote	Hobby;Bootstrapping a business	Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Stack Overflow		3		Developer, back-end			Investigate	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh			Bash/Shell (all shells);C++;Go;JavaScript;Rust;TypeScript	Bash/Shell (all shells);Go;JavaScript;Kotlin;Rust;TypeScript	MongoDB;MySQL;PostgreSQL;Redis	MySQL;PostgreSQL;Redis	Amazon Web Services (AWS);Cloudflare;Linode, now Akamai;Vercel	Amazon Web Services (AWS);Cloudflare;Linode, now Akamai;Vercel;Vultr	Deno;Express;Fastify;NestJS;Next.js;Node.js;React;Svelte	Fastify;Next.js;Node.js;React;Svelte			Cargo;npm;pnpm;Vite	Ansible;Cargo;pnpm;Podman;Vite	Goland;Nano;Vim;Visual Studio Code;WebStorm	Goland;Nano;Visual Studio Code;WebStorm	Arch	Arch	GitHub Discussions	GitHub Discussions	Discord	Discord	ChatGPT;Phind	ChatGPT;Phind	GitHub Copilot		Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	A few times per month or weekly	Yes, somewhat		Yes	Very favorable	Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding	Somewhat trust	Learning about a codebase;Project planning;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates 	Writing code;Documenting code;Debugging and getting help	Testing code	Documenting code				Writing code;Debugging and getting help																			Appropriate in length	Neither easy nor difficult	
86158	I agree	I code primarily as a hobby	18-24 years old	Student, full-time			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Other online resources (e.g., videos, blogs, forum)	Recorded coding sessions;How-to videos;Video-based Online Courses;Click to write Choice 20;Stack Overflow;Interactive tutorial		2					Investigate	Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Ask a generative AI tool	Bangladesh			HTML/CSS;JavaScript;Kotlin	C#;Dart;HTML/CSS;Java;JavaScript;Kotlin;Python					Angular;jQuery;React	Angular;Next.js;Node.js;React;Svelte;Vue.js	Flutter;React Native	Flutter;React Native			Visual Studio;Visual Studio Code	Android Studio;Neovim;Vim;Visual Studio;Visual Studio Code;Xcode	Android;Windows	Windows			Discord;Google Meet;Whatsapp	Discord;Google Meet	Bing AI;ChatGPT;Google Bard AI;Quora Poe	Bing AI;ChatGPT			Stack Overflow	A few times per month or weekly	Yes	I have never participated in Q&A on Stack Overflow	No, not really	Auto answering questions if similar question was asked before.	Yes	Very favorable	Increase productivity;Greater efficiency;Speed up learning	Somewhat trust		Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code		Writing code;Documenting code				Debugging and getting help;Testing code																			Appropriate in length	Neither easy nor difficult	
86272	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)	Blogs with tips and tricks;Books;Recorded coding sessions;Stack Overflow;Interactive tutorial	Codecademy;Udemy;Coursera	7	2	Developer, full-stack	500 to 999 employees	I have some influence	Given a list	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh	"BDT	Bangladeshi taka"		HTML/CSS;JavaScript;Python;SQL	Go;HTML/CSS;JavaScript;Ruby;Rust;SQL;TypeScript	MySQL	Firebase Realtime Database;MongoDB;MySQL			Django;Express;Node.js;React	Angular;Django;Express;Next.js;Node.js;React;Ruby on Rails;Svelte;Vue.js					Goland;PyCharm;Visual Studio Code;WebStorm	DataGrip;Goland;PyCharm;Visual Studio Code;WebStorm	Ubuntu	Windows	Jira;Trello	Jira	Microsoft Teams;Skype;Slack		ChatGPT	Bing AI;ChatGPT			Stack Overflow	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	Neutral		Yes	Favorable	Increase productivity;Speed up learning	Somewhat trust	Learning about a codebase;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates 	Writing code;Documenting code	Project planning					Writing code;Documenting code	No																		Too long	Easy	
86334	I agree	I am a developer by profession	25-34 years old	Employed, full-time	Hybrid (some remote, some in-person)	Hobby;Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Colleague;Hackathons (virtual or in-person);Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Coding Bootcamp;Other (please specify):	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial;Certification videos	Udemy	12	8	Developer, full-stack	20 to 99 employees	I have some influence	Investigate	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow	Bangladesh	"BDT	Bangladeshi taka"	1356000.0	C;HTML/CSS;Java;JavaScript;SQL;TypeScript	Go;HTML/CSS;JavaScript;SQL;TypeScript	Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis	Cassandra;Dynamodb;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis	Amazon Web Services (AWS)	Amazon Web Services (AWS)	jQuery;NestJS;Next.js;Node.js;Nuxt.js;React;Vue.js	NestJS;Next.js;Node.js;React	RabbitMQ;Spring Framework		Ant;Docker;Maven (build tool);npm;Webpack;Yarn	Docker;npm;Yarn	Eclipse;IntelliJ IDEA;Netbeans;Notepad++;Visual Studio Code	IntelliJ IDEA;Visual Studio Code;WebStorm	Android;Ubuntu;Windows	Ubuntu	GitHub Discussions;Jira;Redmine	GitHub Discussions;Jira	Google Chat;Google Meet;Skype;Slack;Whatsapp;Zoom	Google Meet;Slack;Whatsapp;Zoom	ChatGPT	ChatGPT	GitHub Copilot	GitHub Copilot	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Less than once per month or monthly	Yes, somewhat		Yes	Very favorable	Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding	Neither trust nor distrust	Learning about a codebase;Documenting code;Committing and reviewing code	Writing code;Debugging and getting help;Testing code	Project planning;Deployment and monitoring;Collaborating with teammates 	Debugging and getting help				Writing code;Testing code	Yes	Individual contributor	8.0	Neither agree nor disagree	Disagree	Strongly agree	Agree	Agree	Strongly agree	Agree	Strongly agree	Never	1-2 times a week	Never	60-120 minutes a day	60-120 minutes a day	None of these	Information Services, IT, Software Development, or other Technology	Too long	Easy	12607.0
86544	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum)	Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow		4	2	Developer, full-stack	20 to 99 employees	I have some influence	Investigate	Start a free trial;Visit developer communities like Stack Overflow;Ask a generative AI tool	Bangladesh	"BDT	Bangladeshi taka"	575000.0	C#;PHP;SQL;TypeScript	C#;PHP;Ruby	Microsoft SQL Server;MySQL;Oracle	Microsoft SQL Server;MySQL	Amazon Web Services (AWS)	Amazon Web Services (AWS)	ASP.NET;ASP.NET CORE;Laravel	ASP.NET CORE;Laravel;Ruby on Rails;Vue.js			NuGet;Visual Studio Solution		IntelliJ IDEA;Visual Studio;Visual Studio Code	IntelliJ IDEA;Visual Studio;Visual Studio Code	Ubuntu;Windows	Ubuntu	Trello	Trello			ChatGPT	ChatGPT			Stack Overflow	Multiple times per day	Yes	I have never participated in Q&A on Stack Overflow	Yes, definitely		Yes	Very favorable	Increase productivity;Speed up learning;Improve accuracy in coding	Highly distrust	Project planning;Documenting code;Testing code;Deployment and monitoring	Learning about a codebase;Writing code;Debugging and getting help;Committing and reviewing code						Learning about a codebase;Writing code;Debugging and getting help;Committing and reviewing code	Yes	Individual contributor	2.0	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	3-5 times a week	3-5 times a week		30-60 minutes a day	60-120 minutes a day	None of these	Information Services, IT, Software Development, or other Technology	Appropriate in length	Neither easy nor difficult	5346.0
86572	I agree	I am a developer by profession	25-34 years old	Independent contractor, freelancer, or self-employed	Remote	Hobby;Contribute to open-source projects;Bootstrapping a business;Professional development or self-paced learning from online courses;Freelance/contract work	Some college/university study without earning a degree	Online Courses or Certification;School (i.e., University, College, etc)		edX;Udemy	10	10	Developer, full-stack	Just me - I am a freelancer, sole proprietor, etc.	I have a great deal of influence	Other	Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh	"BDT	Bangladeshi taka"		Bash/Shell (all shells);C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript;Zig	Cobol;Elixir;Haskell;Nim	MariaDB;MongoDB;MySQL;PostgreSQL;Redis		Digital Ocean;Google Cloud;Vultr	Amazon Web Services (AWS);Firebase	Django;Drupal;jQuery;Laravel;Node.js;WordPress	Ruby on Rails;Symfony	Electron;Qt;Tauri	GTK;NumPy;OpenGL;Pandas;Torch/PyTorch	Docker;GNU GCC;npm;Pacman;Pip		Atom;Nano;Notepad++;PhpStorm;Sublime Text;Vim;Visual Studio Code		Arch;Windows Subsystem for Linux (WSL)		Markdown File	Adobe Workfront;Microsoft Planner	Discord		ChatGPT;Phind;You.com				Stack Overflow;Stack Exchange	A few times per week	Yes	A few times per month or weekly	Neutral	I think It a great idea but we need to be careful	Yes	Favorable	Increase productivity;Greater efficiency;Speed up learning;Improve collaboration	Neither trust nor distrust		Learning about a codebase;Project planning;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code		Debugging and getting help;Testing code;Committing and reviewing code				Learning about a codebase;Project planning;Documenting code																			Appropriate in length	Easy	
86645	I agree	I am a developer by profession	18-24 years old	Employed, part-time	Remote	Hobby;Freelance/contract work;School or academic work	Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Written Tutorials;Stack Overflow;Interactive tutorial	edX;Udemy;Coursera	4	3	Developer, full-stack	2 to 9 employees	I have a great deal of influence	Investigate	Start a free trial;Visit developer communities like Stack Overflow	Bangladesh	"AUD	Australian dollar"	12000.0	Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL	Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript	BigQuery;MySQL;SQLite	BigQuery;MySQL;SQLite	Amazon Web Services (AWS);Cloudflare;Google Cloud;Heroku;Netlify;VMware	Amazon Web Services (AWS);Digital Ocean;Firebase;Fly.io;Google Cloud;Microsoft Azure;Netlify;VMware	Django;Flask;jQuery	Django;FastAPI;Flask;jQuery	Pandas;Qt	NumPy;Opencv;Pandas;Qt;TensorFlow;Torch/PyTorch	APT;Pip	APT;Make;Pip	Android Studio;Goland;Jupyter Notebook/JupyterLab;Nano;Visual Studio Code	Android Studio;Goland;Jupyter Notebook/JupyterLab;Nano;Visual Studio Code	Other (Please Specify):	Other (Please Specify):	GitHub Discussions;Trello	GitHub Discussions;Trello	Discord;Google Chat;Skype;Slack;Whatsapp	Slack	Bing AI;ChatGPT	Bing AI;ChatGPT;Google Bard AI	AWS CodeWhisperer;GitHub Copilot;Tabnine		Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	Yes, somewhat		Yes	Very favorable	Increase productivity;Speed up learning	Somewhat distrust	Learning about a codebase;Project planning;Documenting code	Debugging and getting help	Writing code;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates 					Debugging and getting help	No																		Too long	Easy	7932.0
86992	I agree	I am learning to code	18-24 years old	Not employed, but looking for work			Something else	Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)	Blogs with tips and tricks;How-to videos;Video-based Online Courses;Stack Overflow	Udemy	2		Developer, back-end				Start a free trial;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh			Ada;JavaScript;PHP;SAS;SQL	Ada;JavaScript;PHP;SAS;SQL	MariaDB;MySQL	Elasticsearch;MariaDB;MySQL	Digital Ocean;Heroku	Digital Ocean;Linode, now Akamai	Laravel;Vue.js	Django;Laravel;React;Vue.js			Composer;Docker;npm	Composer;Docker;npm	Vim;Visual Studio Code	Vim;Visual Studio Code	Ubuntu	Ubuntu			Whatsapp	Whatsapp	ChatGPT	ChatGPT			Stack Overflow;Stack Exchange	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	Neutral		No, but I plan to soon	Favorable		Highly trust																											Appropriate in length	Easy	
87299	I agree	I am a developer by profession	18-24 years old	Student, part-time			Primary/elementary school	Online Courses or Certification		Udemy	1					Given a list	Start a free trial;Ask a generative AI tool	Bangladesh			APL;HTML/CSS;Java;JavaScript	HTML/CSS;Java;JavaScript	BigQuery		Amazon Web Services (AWS)		ASP.NET		JAX		Cargo		Android Studio		iOS;MacOS;Other Linux-based		Clickup		Discord		Bing AI;Quora Poe		Adrenaline		Stack Overflow;Stack Exchange	Daily or almost daily	Yes	A few times per month or weekly	Yes, somewhat	very good	Yes	Very favorable	Speed up learning	Neither trust nor distrust	Learning about a codebase;Project planning;Writing code;Documenting code;Testing code;Committing and reviewing code	Learning about a codebase;Project planning;Writing code		Learning about a codebase				Project planning																			Too short	Easy	
87420	I agree	I am learning to code	18-24 years old	Not employed, and not looking for work			Some college/university study without earning a degree	Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Click to write Choice 20;Stack Overflow;Interactive tutorial;Programming Games		4						Visit developer communities like Stack Overflow	Bangladesh			Bash/Shell (all shells);HTML/CSS;JavaScript	Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Lua;PHP;PowerShell;Python;TypeScript			VMware	Linode, now Akamai;VMware					npm;Pacman;Pip;pnpm	npm;Pacman;Pip	Kate;Nano;Sublime Text;Visual Studio Code;VSCodium	Kate;Nano;Neovim;Vim;Visual Studio Code	Arch;Debian;Ubuntu;Windows	Arch;Debian;Ubuntu;Windows			Discord;Google Meet;IRC;Skype;Telegram	Discord;Google Meet;IRC;Signal;Slack;Telegram	ChatGPT	ChatGPT	GitHub Copilot;Tabnine;Whispr AI	Tabnine;Whispr AI	Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	I have never participated in Q&A on Stack Overflow	Neutral		Yes	Unsure	Speed up learning	Neither trust nor distrust	Learning about a codebase;Writing code	Writing code						Writing code																			Appropriate in length	Easy	
